Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
Seed-P2S2-a_S26.ITS1.R1	Seed-P2S2-a_S26.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	20410.0	0.0	227-231	48.0	13.150416462518374	228.9548260656541	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P2S2-a_S26.ITS1.R2	Seed-P2S2-a_S26.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	20410.0	0.0	230-233	47.0	33.95884370406663	231.00112689857912	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P2S2-b_S34.ITS1.R1	Seed-P2S2-b_S34.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	20486.0	0.0	227-231	49.0	12.672068729864296	228.9578736698233	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P2S2-b_S34.ITS1.R2	Seed-P2S2-b_S34.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	20486.0	0.0	221-233	48.0	35.35097139509909	231.0001952552963	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P2S2-c_S42.ITS1.R1	Seed-P2S2-c_S42.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	19377.0	0.0	227-231	49.0	12.354853692522063	228.95902358466222	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P2S2-c_S42.ITS1.R2	Seed-P2S2-c_S42.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	19377.0	0.0	230-233	48.0	34.96929349228467	231.00165144243175	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P2S3-a_S50.ITS1.R1	Seed-P2S3-a_S50.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	20255.0	0.0	227-231	50.0	12.959763021476178	228.95670204887682	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P2S3-a_S50.ITS1.R2	Seed-P2S3-a_S50.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	20255.0	0.0	230-233	48.0	34.57417921500864	231.00098741051593	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P2S3-b_S58.ITS1.R1	Seed-P2S3-b_S58.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	20946.0	0.0	227-231	50.0	13.095579108182948	228.95741430344697	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P2S3-b_S58.ITS1.R2	Seed-P2S3-b_S58.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	20946.0	0.0	230-233	48.0	34.302492122600974	231.00171870524204	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P2S3-c_S66.ITS1.R1	Seed-P2S3-c_S66.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	22293.0	0.0	227-231	50.0	12.515139281388777	228.95608486969005	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P2S3-c_S66.ITS1.R2	Seed-P2S3-c_S66.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	22293.0	0.0	196-233	48.0	34.13179024805993	230.99973085721976	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P2S4-a_S74.ITS1.R1	Seed-P2S4-a_S74.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	23433.0	0.0	227-231	49.0	10.702854948150046	228.954807323006	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P2S4-a_S74.ITS1.R2	Seed-P2S4-a_S74.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	23433.0	0.0	229-233	48.0	31.259335125677463	231.00196304357104	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P2S4-b_S82.ITS1.R1	Seed-P2S4-b_S82.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	21010.0	0.0	227-231	49.0	11.656354117087101	228.95511661113756	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P2S4-b_S82.ITS1.R2	Seed-P2S4-b_S82.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	21010.0	0.0	230-233	48.0	32.81294621608758	231.0029985721085	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P2S4-c_S89.ITS1.R1	Seed-P2S4-c_S89.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	23050.0	0.0	227-231	49.0	11.44468546637744	228.95657266811278	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P2S4-c_S89.ITS1.R2	Seed-P2S4-c_S89.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	23050.0	0.0	230-233	48.0	32.668112798264644	231.00268980477225	pass	fail	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P3S1-a_S3.ITS1.R1	Seed-P3S1-a_S3.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	20244.0	0.0	227-231	48.0	12.03813475597708	228.96161825726142	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P3S1-a_S3.ITS1.R2	Seed-P3S1-a_S3.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	20244.0	0.0	229-233	47.0	34.657182375024696	231.0003457814661	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P3S1-b_S11.ITS1.R1	Seed-P3S1-b_S11.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	16237.0	0.0	227-231	48.0	12.619326230214941	228.9563342982078	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P3S1-b_S11.ITS1.R2	Seed-P3S1-b_S11.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	16237.0	0.0	230-232	48.0	31.415901952331094	230.9995072981462	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P3S1-c_S19.ITS1.R1	Seed-P3S1-c_S19.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	19199.0	0.0	194-231	48.0	12.583988749414033	228.95770613052764	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P3S1-c_S19.ITS1.R2	Seed-P3S1-c_S19.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	19199.0	0.0	229-233	47.0	32.57461326110735	230.99953122558466	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P3S2-a_S27.ITS1.R1	Seed-P3S2-a_S27.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	15515.0	0.0	227-231	48.0	12.716725749274897	228.95862068965516	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P3S2-a_S27.ITS1.R2	Seed-P3S2-a_S27.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	15515.0	0.0	230-233	47.0	33.48372542700612	230.99954882371898	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P3S2-b_S35.ITS1.R1	Seed-P3S2-b_S35.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17550.0	0.0	227-231	48.0	12.296296296296298	228.95868945868946	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P3S2-b_S35.ITS1.R2	Seed-P3S2-b_S35.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17550.0	0.0	230-232	47.0	32.535612535612536	230.99988603988604	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P3S2-c_S43.ITS1.R1	Seed-P3S2-c_S43.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	18241.0	0.0	227-231	48.0	12.652815086892167	228.9578422235623	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P3S2-c_S43.ITS1.R2	Seed-P3S2-c_S43.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	18241.0	0.0	229-233	47.0	33.62206019406831	230.99978071377666	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P3S3-a_S51.ITS1.R1	Seed-P3S3-a_S51.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	19800.0	0.0	227-231	48.0	11.626262626262626	228.95626262626263	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P3S3-a_S51.ITS1.R2	Seed-P3S3-a_S51.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	19800.0	0.0	230-233	48.0	31.570707070707073	230.99984848484848	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P3S3-b_S59.ITS1.R1	Seed-P3S3-b_S59.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	23700.0	0.0	227-231	48.0	11.48945147679325	228.9564135021097	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P3S3-b_S59.ITS1.R2	Seed-P3S3-b_S59.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	23700.0	0.0	230-233	48.0	32.22784810126582	231.00012658227848	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P3S3-c_S67.ITS1.R1	Seed-P3S3-c_S67.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	21938.0	0.0	227-231	48.0	11.632783298386363	228.95938554107028	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P3S3-c_S67.ITS1.R2	Seed-P3S3-c_S67.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	21938.0	0.0	230-233	48.0	31.898988057252257	231.0003190810466	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P3S4-a_S75.ITS1.R1	Seed-P3S4-a_S75.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	16707.0	0.0	227-231	48.0	13.449452325372599	228.95768240857126	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P3S4-a_S75.ITS1.R2	Seed-P3S4-a_S75.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	16707.0	0.0	230-233	48.0	32.650984617226314	231.0006584066559	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P3S4-b_S83.ITS1.R1	Seed-P3S4-b_S83.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	20219.0	0.0	227-231	48.0	12.824570948118108	228.95766358375786	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P3S4-b_S83.ITS1.R2	Seed-P3S4-b_S83.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	20219.0	0.0	230-233	47.0	33.710866017112615	230.99920866511698	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P3S4-c_S90.ITS1.R1	Seed-P3S4-c_S90.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	22625.0	0.0	227-231	48.0	12.592265193370167	228.9561546961326	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P3S4-c_S90.ITS1.R2	Seed-P3S4-c_S90.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	22625.0	0.0	230-233	47.0	34.46187845303867	231.00083977900553	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P3S5-a_S4.ITS1.R1	Seed-P3S5-a_S4.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	23720.0	0.0	227-231	48.0	11.547217537942664	228.95661888701517	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P3S5-a_S4.ITS1.R2	Seed-P3S5-a_S4.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	23720.0	0.0	229-233	48.0	33.992411467116355	230.99924114671163	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P3S5-b_S12.ITS1.R1	Seed-P3S5-b_S12.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	20007.0	0.0	227-231	49.0	11.770880191932823	228.95696506222822	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P3S5-b_S12.ITS1.R2	Seed-P3S5-b_S12.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	20007.0	0.0	230-233	48.0	30.64927275453591	231.0017493877143	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P3S5-c_S20.ITS1.R1	Seed-P3S5-c_S20.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	18056.0	0.0	227-231	48.0	13.015064244572441	228.9552503322995	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P3S5-c_S20.ITS1.R2	Seed-P3S5-c_S20.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	18056.0	0.0	230-233	48.0	34.13823659725299	230.99966770048738	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P4S1-a_S28.ITS1.R1	Seed-P4S1-a_S28.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17450.0	0.0	227-231	49.0	13.008595988538682	228.95616045845273	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P4S1-a_S28.ITS1.R2	Seed-P4S1-a_S28.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17450.0	0.0	230-233	48.0	33.845272206303726	231.00160458452723	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P4S1-b_S36.ITS1.R1	Seed-P4S1-b_S36.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	19134.0	0.0	227-231	47.0	13.368872164732936	228.95918260687782	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P4S1-b_S36.ITS1.R2	Seed-P4S1-b_S36.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	19134.0	0.0	229-233	47.0	33.89777359673879	231.00135883767115	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P4S1-c_S44.ITS1.R1	Seed-P4S1-c_S44.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17257.0	0.0	227-231	48.0	13.843657646172566	228.95677116532423	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P4S1-c_S44.ITS1.R2	Seed-P4S1-c_S44.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17257.0	0.0	230-233	47.0	34.95972648780205	231.00104305499218	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P4S2-a_S52.ITS1.R1	Seed-P4S2-a_S52.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	20258.0	0.0	227-231	48.0	13.031888636588015	228.95774508836016	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P4S2-a_S52.ITS1.R2	Seed-P4S2-a_S52.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	20258.0	0.0	189-233	47.0	33.70520288281173	231.00024681607266	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P4S2-b_S60.ITS1.R1	Seed-P4S2-b_S60.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	20807.0	0.0	227-231	48.0	12.875474599894265	228.95674532609218	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P4S2-b_S60.ITS1.R2	Seed-P4S2-b_S60.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	20807.0	0.0	229-233	47.0	34.45955687989619	231.0020666121978	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P4S2-c_S68.ITS1.R1	Seed-P4S2-c_S68.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	25899.0	0.0	227-231	48.0	12.25143827947025	228.95640758330438	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P4S2-c_S68.ITS1.R2	Seed-P4S2-c_S68.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	25899.0	0.0	230-233	47.0	33.81211629792656	231.00223946870537	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P4S3-a_S76.ITS1.R1	Seed-P4S3-a_S76.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	19073.0	0.0	227-231	49.0	12.331568185392964	228.9553819535469	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P4S3-a_S76.ITS1.R2	Seed-P4S3-a_S76.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	19073.0	0.0	230-233	48.0	33.0781733340324	231.00209720547372	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P4S3-b_S84.ITS1.R1	Seed-P4S3-b_S84.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	20412.0	0.0	227-231	49.0	11.713697824808936	228.95497746423672	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P4S3-b_S84.ITS1.R2	Seed-P4S3-b_S84.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	20412.0	0.0	229-233	48.0	32.19184793258867	231.0007838526357	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P4S3-c_S91.ITS1.R1	Seed-P4S3-c_S91.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	27072.0	0.0	227-231	49.0	11.136968085106384	228.95825945626478	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P4S3-c_S91.ITS1.R2	Seed-P4S3-c_S91.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	27072.0	0.0	230-232	48.0	32.066341607565015	231.00099734042553	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P4S4-a_S5.ITS1.R1	Seed-P4S4-a_S5.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17075.0	0.0	227-231	48.0	11.619326500732065	228.96322108345535	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P4S4-a_S5.ITS1.R2	Seed-P4S4-a_S5.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17075.0	0.0	229-233	47.0	34.55344070278185	231.00163982430453	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P4S4-b_S13.ITS1.R1	Seed-P4S4-b_S13.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	15905.0	0.0	227-231	48.0	12.612386042125118	228.9586293618359	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P4S4-b_S13.ITS1.R2	Seed-P4S4-b_S13.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	15905.0	0.0	230-233	47.0	31.65042439484439	231.0009430996542	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P4S4-c_S21.ITS1.R1	Seed-P4S4-c_S21.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	18405.0	0.0	227-231	48.0	12.43140450964412	228.95865254007063	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P4S4-c_S21.ITS1.R2	Seed-P4S4-c_S21.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	18405.0	0.0	230-233	47.0	33.24096712849769	231.00206465634338	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P5S1-a_S29.ITS1.R1	Seed-P5S1-a_S29.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	18051.0	0.0	227-231	48.0	12.564400864218047	228.96016841172235	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P5S1-a_S29.ITS1.R2	Seed-P5S1-a_S29.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	18051.0	0.0	229-233	47.0	33.915018558528615	231.00105257326464	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P5S1-b_S37.ITS1.R1	Seed-P5S1-b_S37.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	18009.0	0.0	227-231	48.0	13.076794935865403	228.95885390638014	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P5S1-b_S37.ITS1.R2	Seed-P5S1-b_S37.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	18009.0	0.0	230-233	47.0	34.25509467488478	231.00116608362487	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P5S1-c_S45.ITS1.R1	Seed-P5S1-c_S45.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	18839.0	0.0	208-231	48.0	13.265035299113542	228.9592335049631	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P5S1-c_S45.ITS1.R2	Seed-P5S1-c_S45.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	18839.0	0.0	229-233	47.0	35.19295079356654	231.00180476670735	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P5S2-a_S53.ITS1.R1	Seed-P5S2-a_S53.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	21605.0	0.0	227-231	48.0	12.399907428835917	228.95764869243231	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P5S2-a_S53.ITS1.R2	Seed-P5S2-a_S53.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	21605.0	0.0	229-233	47.0	33.219162230965054	231.0005554269845	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P5S2-b_S61.ITS1.R1	Seed-P5S2-b_S61.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	19151.0	0.0	227-231	48.0	13.179468435068664	228.959427706125	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P5S2-b_S61.ITS1.R2	Seed-P5S2-b_S61.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	19151.0	0.0	229-233	47.0	34.196647694637356	231.00041773275547	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P5S2-c_S69.ITS1.R1	Seed-P5S2-c_S69.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	19506.0	0.0	227-231	48.0	12.749923100584434	228.9584743155952	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P5S2-c_S69.ITS1.R2	Seed-P5S2-c_S69.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	19506.0	0.0	229-233	47.0	33.897262380805905	231.0007177278786	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P6S1-a_S77.ITS1.R1	Seed-P6S1-a_S77.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	21354.0	0.0	227-231	49.0	11.71677437482439	228.96024164091037	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P6S1-a_S77.ITS1.R2	Seed-P6S1-a_S77.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	21354.0	0.0	230-233	48.0	32.30308138990353	230.99990634073242	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P6S1-b_S85.ITS1.R1	Seed-P6S1-b_S85.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	19525.0	0.0	227-231	49.0	12.14852752880922	228.96030729833547	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P6S1-b_S85.ITS1.R2	Seed-P6S1-b_S85.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	19525.0	0.0	230-233	48.0	34.26888604353393	231.0010243277849	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P6S1-c_S92.ITS1.R1	Seed-P6S1-c_S92.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	23602.0	0.0	227-231	49.0	11.812558257774764	228.9598339123803	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P6S1-c_S92.ITS1.R2	Seed-P6S1-c_S92.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	23602.0	0.0	230-233	48.0	34.636895178374715	231.00038132361664	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P6S2-a_S6.ITS1.R1	Seed-P6S2-a_S6.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	19798.0	0.0	227-231	49.0	11.076876452166886	228.95933932720476	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P6S2-a_S6.ITS1.R2	Seed-P6S2-a_S6.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	19798.0	0.0	230-233	48.0	33.447823012425495	231.00121224366097	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P6S2-b_S14.ITS1.R1	Seed-P6S2-b_S14.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17072.0	0.0	227-231	49.0	12.412136832239925	228.95770852858482	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P6S2-b_S14.ITS1.R2	Seed-P6S2-b_S14.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17072.0	0.0	229-233	48.0	31.003983130271788	231.00076148078725	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P6S2-c_S22.ITS1.R1	Seed-P6S2-c_S22.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	20955.0	0.0	227-231	49.0	11.868289191123836	228.95585779050347	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P6S2-c_S22.ITS1.R2	Seed-P6S2-c_S22.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	20955.0	0.0	230-233	48.0	31.543784299689808	231.00095442615128	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P6S3-a_S30.ITS1.R1	Seed-P6S3-a_S30.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	64646.0	0.0	227-231	49.0	8.928626674504223	228.9559601522136	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P6S3-a_S30.ITS1.R2	Seed-P6S3-a_S30.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	64646.0	0.0	230-233	48.0	29.533149769513965	231.0011446957275	pass	fail	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P6S3-b_S38.ITS1.R1	Seed-P6S3-b_S38.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	19259.0	0.0	227-231	49.0	11.958045589075237	228.95835713173062	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P6S3-b_S38.ITS1.R2	Seed-P6S3-b_S38.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	19259.0	0.0	229-233	48.0	32.87813489796978	231.00083078041436	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P6S3-c_S46.ITS1.R1	Seed-P6S3-c_S46.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17041.0	0.0	227-231	49.0	13.009799894372396	228.95909864444576	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P6S3-c_S46.ITS1.R2	Seed-P6S3-c_S46.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17041.0	0.0	230-233	48.0	35.5260841499912	231.00070418402677	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
