index,D_0__Archaea;D_1__Euryarchaeota,D_0__Archaea;D_1__Nanoarchaeaeota,D_0__Archaea;D_1__Thaumarchaeota,D_0__Bacteria;D_1__Acidobacteria,D_0__Bacteria;D_1__Actinobacteria,D_0__Bacteria;D_1__Armatimonadetes,D_0__Bacteria;D_1__BRC1,D_0__Bacteria;D_1__Bacteroidetes,D_0__Bacteria;D_1__Chlamydiae,D_0__Bacteria;D_1__Chloroflexi,D_0__Bacteria;D_1__Cyanobacteria,D_0__Bacteria;D_1__Deinococcus-Thermus,D_0__Bacteria;D_1__Dependentiae,D_0__Bacteria;D_1__Elusimicrobia,D_0__Bacteria;D_1__Entotheonellaeota,D_0__Bacteria;D_1__FBP,D_0__Bacteria;D_1__Fibrobacteres,D_0__Bacteria;D_1__Firmicutes,D_0__Bacteria;D_1__Gemmatimonadetes,D_0__Bacteria;D_1__Hydrogenedentes,D_0__Bacteria;D_1__Kiritimatiellaeota,D_0__Bacteria;D_1__Latescibacteria,D_0__Bacteria;D_1__Nitrospirae,D_0__Bacteria;D_1__Omnitrophicaeota,D_0__Bacteria;D_1__Patescibacteria,D_0__Bacteria;D_1__Planctomycetes,D_0__Bacteria;D_1__Proteobacteria,D_0__Bacteria;D_1__Rokubacteria,D_0__Bacteria;D_1__Tenericutes,D_0__Bacteria;D_1__Verrucomicrobia,D_0__Bacteria;D_1__WPS-2,D_0__Bacteria;D_1__WS2,D_0__Bacteria;__,D_0__Eukaryota;__,Unassigned;__,Category,sample,host,plot,MLG
Seed_P3S3_a,0.0,0.0,0.0,0.0,406.0,0.0,0.0,1710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P3S3,tobacco,P3,MLG7
Seed_P6S3_c,0.0,0.0,0.0,0.0,73.0,0.0,0.0,2320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P6S3,hemp,P6,MLG10
Soil_P7S3_b,0.0,0.0,202.0,2265.0,180.0,16.0,0.0,1558.0,0.0,26.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,410.0,0.0,0.0,63.0,70.0,0.0,0.0,135.0,5882.0,70.0,0.0,510.0,0.0,0.0,2.0,0.0,0.0,Soil,P7S3,hemp,P7,MLG14
Seed_P4S3_a,0.0,0.0,9.0,0.0,435.0,0.0,0.0,2040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P4S3,tobacco,P4,MLG3
Seed_P7S1_b,0.0,0.0,0.0,0.0,79.0,0.0,0.0,1728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P7S1,hemp,P7,MLG13
Germ_P2S2_ACN_a,0.0,0.0,0.0,4.0,36.0,0.0,0.0,1850.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7682.0,0.0,0.0,201.0,0.0,0.0,6.0,0.0,0.0,Germ,P2S2,oIlseed_rape,P2,MLG17
Germ_P4S1_Colza_c,0.0,0.0,0.0,0.0,17.0,30.0,0.0,2210.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6778.0,0.0,0.0,572.0,0.0,0.0,0.0,0.0,0.0,Germ,P4S1,tobacco,P4,MLG1
Seed_P1S3_a,0.0,0.0,0.0,0.0,317.0,0.0,0.0,3181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7286.0,0.0,0.0,32.0,0.0,0.0,2.0,0.0,0.0,Seed,P1S3,oIlseed_rape,P1,MLG16
Seed_P4S1_a,0.0,0.0,0.0,0.0,224.0,0.0,0.0,1370.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P4S1,tobacco,P4,MLG1
Germ_P4S1_Colza_b,0.0,0.0,0.0,0.0,37.0,0.0,0.0,1113.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7546.0,0.0,0.0,383.0,0.0,0.0,4.0,0.0,0.0,Germ,P4S1,tobacco,P4,MLG1
Germ_P4S1_ACN_a,0.0,0.0,0.0,0.0,44.0,113.0,0.0,1816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9183.0,0.0,0.0,890.0,0.0,0.0,4.0,0.0,0.0,Germ,P4S1,tobacco,P4,MLG1
Germ_P4S1_ACN_b,0.0,0.0,0.0,0.0,29.0,53.0,0.0,1982.0,0.0,78.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9348.0,0.0,0.0,562.0,0.0,0.0,0.0,0.0,0.0,Germ,P4S1,tobacco,P4,MLG1
Seed_P6S1_b,0.0,0.0,0.0,0.0,110.0,0.0,0.0,1974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P6S1,hemp,P6,MLG12
Seed_P1S4_a,0.0,0.0,0.0,0.0,214.0,0.0,0.0,3152.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P1S4,oIlseed_rape,P1,MLG17
Seed_PBS_c,0.0,0.0,0.0,0.0,3.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,PBS,NA,NA,NA
Germ_P2S2_ACN_b,0.0,0.0,0.0,0.0,21.0,52.0,0.0,1833.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,8811.0,0.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,Germ,P2S2,oIlseed_rape,P2,MLG17
Soil_P2S2_b,0.0,0.0,54.0,2175.0,286.0,0.0,0.0,1594.0,0.0,22.0,48.0,0.0,0.0,0.0,19.0,0.0,12.0,45.0,77.0,0.0,0.0,0.0,42.0,0.0,2.0,143.0,3842.0,0.0,4.0,504.0,0.0,0.0,7.0,0.0,0.0,Soil,P2S2,oIlseed_rape,P2,MLG17
Soil_P7S4_b,0.0,0.0,34.0,1860.0,78.0,36.0,10.0,873.0,0.0,94.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,84.0,418.0,0.0,0.0,103.0,0.0,0.0,0.0,136.0,5576.0,84.0,0.0,762.0,0.0,0.0,0.0,0.0,2.0,Soil,P7S4,hemp,P7,MLG14
Seed_P4S1_b,0.0,0.0,0.0,0.0,265.0,0.0,0.0,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P4S1,tobacco,P4,MLG1
Germ_P3S2_Colza_c,0.0,0.0,0.0,0.0,30.0,48.0,0.0,2147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,38.0,7237.0,0.0,0.0,801.0,0.0,0.0,0.0,0.0,6.0,Germ,P3S2,tobacco,P3,MLG7
Germ_P6S1_GR24_b,0.0,0.0,0.0,0.0,0.0,22.0,0.0,1722.0,0.0,0.0,31.0,0.0,15.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7111.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,Germ,P6S1,hemp,P6,MLG12
Soil_P6S2_b,0.0,0.0,0.0,1824.0,141.0,159.0,16.0,1148.0,0.0,67.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,966.0,0.0,0.0,54.0,0.0,0.0,0.0,133.0,6865.0,66.0,0.0,510.0,0.0,0.0,0.0,0.0,0.0,Soil,P6S2,hemp,P6,MLG11
Seed_P6S2_b,0.0,0.0,0.0,0.0,81.0,0.0,0.0,3093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6789.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,Seed,P6S2,hemp,P6,MLG11
Soil_P6S3_a,0.0,0.0,12.0,720.0,156.0,39.0,0.0,1586.0,0.0,26.0,14.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,1117.0,0.0,0.0,0.0,0.0,0.0,11.0,283.0,7741.0,33.0,0.0,594.0,0.0,0.0,0.0,0.0,0.0,Soil,P6S3,hemp,P6,MLG10
Germ_P4S1_GR24_a,0.0,0.0,0.0,0.0,29.0,29.0,0.0,1548.0,14.0,42.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,31.0,7657.0,0.0,0.0,1262.0,0.0,0.0,12.0,0.0,0.0,Germ,P4S1,tobacco,P4,MLG1
Germ_P3S2_ACN_b,0.0,0.0,0.0,0.0,42.0,18.0,0.0,1685.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8137.0,0.0,0.0,319.0,0.0,0.0,8.0,0.0,7.0,Germ,P3S2,tobacco,P3,MLG7
Soil_P3S5_c,36.0,0.0,29.0,4115.0,242.0,51.0,0.0,1034.0,0.0,184.0,186.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1619.0,0.0,0.0,25.0,52.0,2.0,16.0,226.0,4568.0,42.0,0.0,476.0,0.0,0.0,0.0,0.0,0.0,Soil,P3S5,tobacco,P3,MLG5
Germ_P4S1_Colza_myro_a,0.0,0.0,0.0,0.0,105.0,39.0,0.0,1349.0,0.0,8.0,86.0,0.0,0.0,0.0,0.0,3.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,7.0,7410.0,0.0,0.0,542.0,0.0,0.0,0.0,0.0,0.0,Germ,P4S1,tobacco,P4,MLG1
Germ_P3S2_Colza_b,0.0,0.0,0.0,0.0,0.0,28.0,0.0,2172.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7615.0,0.0,0.0,564.0,0.0,0.0,24.0,0.0,60.0,Germ,P3S2,tobacco,P3,MLG7
Germ_P6S1_Chanvre_a,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1482.0,0.0,0.0,43.0,0.0,24.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6115.0,0.0,0.0,1691.0,0.0,0.0,0.0,0.0,0.0,Germ,P6S1,hemp,P6,MLG12
Seed_Mock_a,0.0,0.0,0.0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,Mock,NA,NA,NA
Seed_P2S3_c,0.0,0.0,0.0,0.0,285.0,0.0,0.0,2161.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P2S3,oIlseed_rape,P2,MLG17
Seed_P7S4_a,0.0,0.0,0.0,0.0,112.0,0.0,0.0,1468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6203.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,Seed,P7S4,hemp,P7,MLG14
Seed_P7S4_c,0.0,0.0,0.0,0.0,180.0,0.0,0.0,1540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6583.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,Seed,P7S4,hemp,P7,MLG14
Soil_P3S5_b,58.0,0.0,28.0,4307.0,695.0,26.0,0.0,1221.0,0.0,166.0,99.0,0.0,0.0,7.0,0.0,10.0,12.0,0.0,1729.0,0.0,0.0,50.0,78.0,9.0,0.0,556.0,5259.0,35.0,0.0,531.0,0.0,0.0,0.0,0.0,0.0,Soil,P3S5,tobacco,P3,MLG5
Soil_P7S4_a,0.0,0.0,156.0,1628.0,173.0,36.0,0.0,1377.0,4.0,54.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0,549.0,0.0,0.0,76.0,36.0,0.0,14.0,221.0,5997.0,94.0,0.0,643.0,0.0,0.0,0.0,0.0,0.0,Soil,P7S4,hemp,P7,MLG14
Seed_Pram_120_d_a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,Pram_120_d,oIlseed_rape,P0,NA
Soil_P2S4_c,0.0,0.0,132.0,3093.0,444.0,30.0,0.0,2329.0,0.0,126.0,33.0,0.0,0.0,24.0,28.0,11.0,17.0,56.0,516.0,8.0,0.0,35.0,23.0,0.0,0.0,275.0,6470.0,21.0,0.0,922.0,8.0,0.0,3.0,0.0,0.0,Soil,P2S4,oIlseed_rape,P2,MLG17
Seed_P3S4_a,0.0,0.0,0.0,0.0,218.0,0.0,0.0,1759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P3S4,tobacco,P3,MLG7
Soil_P4S2_c,0.0,0.0,13.0,2472.0,29.0,67.0,0.0,1657.0,0.0,150.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,15.0,1036.0,0.0,0.0,68.0,66.0,0.0,0.0,471.0,8341.0,120.0,0.0,379.0,0.0,0.0,0.0,0.0,0.0,Soil,P4S2,tobacco,P4,MLG2
Soil_P2S3_b,0.0,0.0,56.0,2435.0,338.0,7.0,0.0,1416.0,0.0,4.0,58.0,0.0,0.0,0.0,0.0,0.0,12.0,54.0,547.0,0.0,2.0,0.0,33.0,0.0,0.0,167.0,5016.0,28.0,0.0,619.0,0.0,3.0,0.0,0.0,0.0,Soil,P2S3,oIlseed_rape,P2,MLG17
Germ_P3S2_GR24_b,0.0,0.0,0.0,0.0,45.0,40.0,0.0,2474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5748.0,0.0,0.0,385.0,0.0,0.0,10.0,0.0,0.0,Germ,P3S2,tobacco,P3,MLG7
Seed_P3S5_a,0.0,0.0,7.0,0.0,98.0,0.0,0.0,1947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P3S5,tobacco,P3,MLG5
Soil_P7S2_a,0.0,0.0,0.0,3062.0,277.0,7.0,0.0,1264.0,0.0,157.0,10.0,0.0,0.0,22.0,2.0,0.0,0.0,55.0,1124.0,0.0,0.0,77.0,0.0,0.0,0.0,272.0,7498.0,66.0,0.0,1364.0,17.0,0.0,0.0,0.0,0.0,Soil,P7S2,hemp,P7,MLG13
Soil_P2S1_c,0.0,0.0,46.0,2496.0,1549.0,31.0,0.0,1080.0,0.0,191.0,130.0,0.0,0.0,33.0,0.0,3.0,0.0,81.0,361.0,3.0,0.0,11.0,24.0,18.0,62.0,311.0,5961.0,12.0,0.0,271.0,0.0,0.0,0.0,0.0,0.0,Soil,P2S1,oIlseed_rape,P2,MLG15
Seed_P1S1_c,0.0,0.0,0.0,0.0,273.0,0.0,0.0,3097.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8053.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Seed,P1S1,oIlseed_rape,P1,MLG17
Soil_Control_a,0.0,0.0,0.0,0.0,592.0,0.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12017.0,0.0,0.0,0.0,0.0,0.0,1034.0,0.0,0.0,Soil,Control,NA,NA,NA
Germ_Mock_a,0.0,0.0,0.0,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Germ,Mock,NA,NA,NA
Seed_P6S1_c,0.0,0.0,0.0,0.0,179.0,0.0,0.0,2294.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8955.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Seed,P6S1,hemp,P6,MLG12
Germ_P4S1_Colza_myro_b,0.0,0.0,0.0,2.0,0.0,33.0,0.0,1743.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7881.0,0.0,0.0,329.0,0.0,0.0,8.0,0.0,0.0,Germ,P4S1,tobacco,P4,MLG1
Seed_P2S2_a,0.0,0.0,0.0,0.0,101.0,0.0,0.0,1075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P2S2,oIlseed_rape,P2,MLG17
Germ_P3S2_Colza_myro_c,0.0,0.0,0.0,0.0,29.0,30.0,0.0,1508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,7447.0,0.0,0.0,582.0,0.0,0.0,12.0,0.0,8.0,Germ,P3S2,tobacco,P3,MLG7
Germ_P6S1_ACN_a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8286.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,5.0,Germ,P6S1,hemp,P6,MLG12
Germ_P2S2_GR24_a,0.0,0.0,0.0,0.0,31.0,48.0,0.0,1710.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6607.0,0.0,0.0,380.0,0.0,0.0,12.0,0.0,0.0,Germ,P2S2,oIlseed_rape,P2,MLG17
Soil_P6S3_c,0.0,0.0,11.0,1131.0,168.0,28.0,19.0,1353.0,0.0,45.0,0.0,0.0,0.0,9.0,0.0,0.0,14.0,41.0,812.0,0.0,0.0,0.0,23.0,0.0,6.0,167.0,8308.0,29.0,0.0,568.0,0.0,0.0,0.0,0.0,0.0,Soil,P6S3,hemp,P6,MLG10
Germ_P3S2_ACN_a,0.0,0.0,0.0,0.0,34.0,29.0,0.0,2032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,8286.0,0.0,0.0,647.0,0.0,0.0,0.0,0.0,7.0,Germ,P3S2,tobacco,P3,MLG7
Germ_P3S2_Tabac_c,0.0,0.0,0.0,0.0,24.0,20.0,0.0,2222.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,10.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,7750.0,0.0,0.0,761.0,0.0,0.0,4.0,0.0,22.0,Germ,P3S2,tobacco,P3,MLG7
Soil_P7S3_a,0.0,0.0,225.0,2372.0,27.0,24.0,6.0,1132.0,0.0,73.0,12.0,0.0,0.0,25.0,0.0,7.0,0.0,0.0,468.0,0.0,0.0,121.0,40.0,0.0,0.0,66.0,4871.0,64.0,0.0,626.0,0.0,0.0,0.0,0.0,0.0,Soil,P7S3,hemp,P7,MLG14
Germ_P6S1_Tabac_b,0.0,0.0,0.0,0.0,0.0,17.0,0.0,3436.0,0.0,0.0,112.0,0.0,14.0,0.0,0.0,41.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,7104.0,0.0,0.0,974.0,0.0,0.0,5.0,0.0,3.0,Germ,P6S1,hemp,P6,MLG12
Soil_P3S4_b,7.0,0.0,50.0,3820.0,414.0,16.0,0.0,1352.0,0.0,46.0,6.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,829.0,0.0,0.0,20.0,52.0,0.0,0.0,166.0,4723.0,17.0,0.0,532.0,0.0,0.0,4.0,0.0,0.0,Soil,P3S4,tobacco,P3,MLG7
Germ_P3S2_Tabac_b,0.0,0.0,0.0,0.0,26.0,63.0,0.0,1713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,7166.0,0.0,0.0,1154.0,0.0,0.0,9.0,0.0,0.0,Germ,P3S2,tobacco,P3,MLG7
Seed_P1S3_c,0.0,0.0,3.0,3.0,284.0,0.0,0.0,2743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7870.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,Seed,P1S3,oIlseed_rape,P1,MLG16
Seed_P2S2_b,0.0,0.0,0.0,0.0,162.0,0.0,0.0,1599.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P2S2,oIlseed_rape,P2,MLG17
Germ_P2S2_Chanvre_b,0.0,0.0,0.0,0.0,67.0,34.0,0.0,2075.0,21.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,7180.0,0.0,0.0,402.0,0.0,0.0,20.0,0.0,0.0,Germ,P2S2,oIlseed_rape,P2,MLG17
Seed_PBS_a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,PBS,NA,NA,NA
Seed_P7S2_c,0.0,0.0,13.0,35.0,173.0,0.0,0.0,1854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8906.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,Seed,P7S2,hemp,P7,MLG13
Seed_P2S4_a,0.0,0.0,0.0,0.0,250.0,0.0,0.0,2418.0,0.0,8.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P2S4,oIlseed_rape,P2,MLG17
Seed_P1S1_b,0.0,0.0,0.0,0.0,339.0,0.0,0.0,3311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,9094.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,Seed,P1S1,oIlseed_rape,P1,MLG17
Germ_P6S1_Colza_myro_a,0.0,0.0,0.0,0.0,0.0,24.0,0.0,1652.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,18.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7713.0,0.0,0.0,314.0,0.0,0.0,0.0,0.0,0.0,Germ,P6S1,hemp,P6,MLG12
Germ_P6S1_Tabac_c,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3003.0,0.0,0.0,38.0,0.0,11.0,0.0,0.0,15.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7037.0,0.0,0.0,548.0,0.0,0.0,0.0,0.0,0.0,Germ,P6S1,hemp,P6,MLG12
Seed_P4S3_b,0.0,0.0,0.0,9.0,393.0,0.0,0.0,1968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P4S3,tobacco,P4,MLG3
Seed_P1S2_b,0.0,0.0,0.0,0.0,190.0,0.0,0.0,2292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6128.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,Seed,P1S2,oIlseed_rape,P1,MLG17
Germ_P6S1_GR24_a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1762.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6851.0,0.0,0.0,702.0,0.0,0.0,0.0,0.0,2.0,Germ,P6S1,hemp,P6,MLG12
Germ_P4S1_Tabac_c,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8753.0,0.0,0.0,438.0,0.0,0.0,2.0,0.0,0.0,Germ,P4S1,tobacco,P4,MLG1
