index,D_0__Archaea;D_1__Euryarchaeota;D_2__Thermoplasmata,D_0__Archaea;D_1__Nanoarchaeaeota;D_2__Woesearchaeia,D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria,D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia,D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4),D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 11,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 15,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 17,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 18,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 20,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 22,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 25,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 5,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6,D_0__Bacteria;D_1__Acidobacteria;D_2__Thermoanaerobaculia,D_0__Bacteria;D_1__Acidobacteria;__,D_0__Bacteria;D_1__Actinobacteria;D_2__0319-7L14,D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia,D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria,D_0__Bacteria;D_1__Actinobacteria;D_2__MB-A2-108,D_0__Bacteria;D_1__Actinobacteria;D_2__Rubrobacteria,D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia,D_0__Bacteria;D_1__Armatimonadetes;D_2__Armatimonadia,D_0__Bacteria;D_1__Armatimonadetes;D_2__Chthonomonadetes,D_0__Bacteria;D_1__Armatimonadetes;D_2__Fimbriimonadia,D_0__Bacteria;D_1__Armatimonadetes;D_2__uncultured,D_0__Bacteria;D_1__BRC1;D_2__uncultured Acidobacteria bacterium,D_0__Bacteria;D_1__BRC1;D_2__uncultured Desulfocaldus sp.,D_0__Bacteria;D_1__BRC1;D_2__uncultured bacterium,D_0__Bacteria;D_1__BRC1;__,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia,D_0__Bacteria;D_1__Bacteroidetes;D_2__Ignavibacteria,D_0__Bacteria;D_1__Bacteroidetes;D_2__Rhodothermia,D_0__Bacteria;D_1__Chlamydiae;D_2__Chlamydiae,D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae,D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia,D_0__Bacteria;D_1__Chloroflexi;D_2__Dehalococcoidia,D_0__Bacteria;D_1__Chloroflexi;D_2__Gitt-GS-136,D_0__Bacteria;D_1__Chloroflexi;D_2__JG30-KF-CM66,D_0__Bacteria;D_1__Chloroflexi;D_2__KD4-96,D_0__Bacteria;D_1__Chloroflexi;D_2__Ktedonobacteria,D_0__Bacteria;D_1__Chloroflexi;D_2__OLB14,D_0__Bacteria;D_1__Chloroflexi;D_2__P2-11E,D_0__Bacteria;D_1__Chloroflexi;D_2__TK10,D_0__Bacteria;D_1__Cyanobacteria;D_2__Melainabacteria,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria,D_0__Bacteria;D_1__Cyanobacteria;D_2__Sericytochromatia,D_0__Bacteria;D_1__Deinococcus-Thermus;D_2__Deinococci,D_0__Bacteria;D_1__Dependentiae;D_2__Babeliae,D_0__Bacteria;D_1__Elusimicrobia;D_2__Elusimicrobia,D_0__Bacteria;D_1__Elusimicrobia;D_2__Lineage IIa,D_0__Bacteria;D_1__Elusimicrobia;D_2__Lineage IIb,D_0__Bacteria;D_1__Elusimicrobia;D_2__Lineage IIc,D_0__Bacteria;D_1__Elusimicrobia;__,D_0__Bacteria;D_1__Entotheonellaeota;D_2__Entotheonellia,D_0__Bacteria;D_1__FBP;D_2__metagenome,D_0__Bacteria;D_1__FBP;D_2__uncultured actinobacterium,D_0__Bacteria;D_1__FBP;D_2__uncultured bacterium,D_0__Bacteria;D_1__FBP;D_2__uncultured endolithic bacterium,D_0__Bacteria;D_1__FBP;D_2__uncultured soil bacterium,D_0__Bacteria;D_1__FBP;__,D_0__Bacteria;D_1__Fibrobacteres;D_2__Fibrobacteria,D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli,D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia,D_0__Bacteria;D_1__Firmicutes;D_2__Erysipelotrichia,D_0__Bacteria;D_1__Firmicutes;__,D_0__Bacteria;D_1__Gemmatimonadetes;D_2__AKAU4049,D_0__Bacteria;D_1__Gemmatimonadetes;D_2__BD2-11 terrestrial group,D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Gemmatimonadetes,D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Longimicrobia,D_0__Bacteria;D_1__Gemmatimonadetes;D_2__S0134 terrestrial group,D_0__Bacteria;D_1__Hydrogenedentes;D_2__Hydrogenedentia,D_0__Bacteria;D_1__Kiritimatiellaeota;D_2__Kiritimatiellae,D_0__Bacteria;D_1__Latescibacteria;D_2__Latescibacteria,D_0__Bacteria;D_1__Latescibacteria;D_2__metagenome,D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured Acidobacterium sp.,D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured Fibrobacteres bacterium,D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured Pelobacter sp.,D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured bacterium,D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured prokaryote,D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured soil bacterium,D_0__Bacteria;D_1__Latescibacteria;__,D_0__Bacteria;D_1__Nitrospirae;D_2__Nitrospira,D_0__Bacteria;D_1__Omnitrophicaeota;D_2__Omnitrophia,D_0__Bacteria;D_1__Omnitrophicaeota;D_2__uncultured bacterium,D_0__Bacteria;D_1__Patescibacteria;D_2__ABY1,D_0__Bacteria;D_1__Patescibacteria;D_2__Berkelbacteria,D_0__Bacteria;D_1__Patescibacteria;D_2__Gracilibacteria,D_0__Bacteria;D_1__Patescibacteria;D_2__Microgenomatia,D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria,D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia,D_0__Bacteria;D_1__Planctomycetes;D_2__BD7-11,D_0__Bacteria;D_1__Planctomycetes;D_2__OM190,D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae,D_0__Bacteria;D_1__Planctomycetes;D_2__Pla3 lineage,D_0__Bacteria;D_1__Planctomycetes;D_2__Pla4 lineage,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia,D_0__Bacteria;D_1__Planctomycetes;D_2__vadinHA49,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,D_0__Bacteria;D_1__Proteobacteria;__,D_0__Bacteria;D_1__Rokubacteria;D_2__NC10,D_0__Bacteria;D_1__Tenericutes;D_2__Mollicutes,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae,D_0__Bacteria;D_1__WPS-2;D_2__Burkholderiales bacterium Beta_02,D_0__Bacteria;D_1__WPS-2;D_2__metagenome,D_0__Bacteria;D_1__WPS-2;D_2__uncultured bacterium,D_0__Bacteria;D_1__WS2;D_2__uncultured soil bacterium,D_0__Bacteria;__;__,D_0__Eukaryota;__;__,Unassigned;__;__,Category,sample,host,plot,MLG
Germ_P6S1_ACN_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,881.0,47.0,5630.0,0.0,0.0,0.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Germ,P6S1,hemp,P6,MLG12
Seed_P7S2_b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1862.0,0.0,4799.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P7S2,hemp,P7,MLG13
Seed_P3S4_b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,165.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.0,0.0,7619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P3S4,tobacco,P3,MLG7
Seed_P2S2_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,517.0,52.0,6030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P2S2,oIlseed_rape,P2,MLG17
Seed_Pram_120_d_b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4851.0,0.0,6979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,Pram_120_d,oIlseed_rape,P0,NA
Soil_P5S1_c,0.0,0.0,0.0,0.0,332.0,129.0,0.0,0.0,25.0,0.0,0.0,11.0,0.0,0.0,762.0,0.0,0.0,0.0,32.0,136.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,884.0,27.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507.0,116.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,0.0,0.0,53.0,0.0,2634.0,268.0,3403.0,0.0,37.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Soil,P5S1,tobacco,P5,MLG8
Germ_P4S1_Tabac_a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1925.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1160.0,95.0,6052.0,0.0,0.0,0.0,890.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,Germ,P4S1,tobacco,P4,MLG1
Seed_P6S2_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1468.0,0.0,4656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P6S2,hemp,P6,MLG11
Seed_P4S4_b,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,0.0,6487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P4S4,tobacco,P4,MLG4
Seed_H2O_c,0.0,0.0,22.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,27.0,490.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2086.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.0,8.0,25.0,0.0,0.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,2312.0,38.0,8796.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,H2O,NA,NA,NA
Germ_P6S1_ACN_b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1112.0,39.0,6306.0,0.0,0.0,0.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Germ,P6S1,hemp,P6,MLG12
Germ_P6S1_Chanvre_b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1576.0,41.0,6170.0,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Germ,P6S1,hemp,P6,MLG12
Germ_Control_a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1636.0,0.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1165.0,398.0,0.0,0.0,0.0,0.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1709.0,0.0,4156.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Germ,Control,NA,NA,NA
Germ_P3S2_Colza_a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,1870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,1805.0,80.0,5871.0,0.0,0.0,0.0,569.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,Germ,P3S2,tobacco,P3,MLG7
Soil_P3S4_c,0.0,0.0,66.0,95.0,1578.0,88.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,39.0,2327.0,43.0,0.0,0.0,0.0,82.0,22.0,73.0,164.0,0.0,26.0,0.0,32.0,0.0,0.0,0.0,0.0,1656.0,15.0,0.0,0.0,5.0,0.0,15.0,0.0,0.0,55.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,47.0,0.0,0.0,0.0,18.0,18.0,608.0,0.0,64.0,0.0,0.0,8.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,15.0,9.0,1804.0,328.0,2313.0,0.0,0.0,0.0,542.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Soil,P3S4,tobacco,P3,MLG7
Seed_P6S1_a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,0.0,7897.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P6S1,hemp,P6,MLG12
Seed_Pram_120_d_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4882.0,0.0,6585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,Pram_120_d,oIlseed_rape,P0,NA
Soil_P6S3_b,0.0,0.0,0.0,856.0,584.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,357.0,0.0,0.0,0.0,26.0,281.0,5.0,0.0,160.0,29.0,11.0,0.0,44.0,0.0,0.0,0.0,0.0,1255.0,0.0,0.0,0.0,54.0,10.0,0.0,0.0,0.0,26.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,16.0,0.0,0.0,54.0,9.0,0.0,0.0,0.0,0.0,611.0,31.0,10.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,10.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,30.0,0.0,3663.0,328.0,2413.0,0.0,33.0,0.0,935.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Soil,P6S3,hemp,P6,MLG10
Seed_P3S5_b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792.0,0.0,8273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P3S5,tobacco,P3,MLG5
Seed_P4S1_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552.0,0.0,6167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P4S1,tobacco,P4,MLG1
