index,Unassigned;__;__,k__Fungi;__;__,k__Fungi;p__Ascomycota;__,k__Fungi;p__Ascomycota;c__Dothideomycetes,k__Fungi;p__Ascomycota;c__Eurotiomycetes,k__Fungi;p__Ascomycota;c__Leotiomycetes,k__Fungi;p__Ascomycota;c__Orbiliomycetes,k__Fungi;p__Ascomycota;c__Pezizomycetes,k__Fungi;p__Ascomycota;c__Saccharomycetes,k__Fungi;p__Ascomycota;c__Sordariomycetes,k__Fungi;p__Ascomycota;c__Taphrinomycetes,k__Fungi;p__Basidiomycota;__,k__Fungi;p__Basidiomycota;c__Agaricomycetes,k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes,k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes,k__Fungi;p__Basidiomycota;c__Geminibasidiomycetes,k__Fungi;p__Basidiomycota;c__Malasseziomycetes,k__Fungi;p__Basidiomycota;c__Microbotryomycetes,k__Fungi;p__Basidiomycota;c__Pucciniomycetes,k__Fungi;p__Basidiomycota;c__Tremellomycetes,k__Fungi;p__Basidiomycota;c__Ustilaginomycetes,k__Fungi;p__Basidiomycota;c__unidentified,k__Fungi;p__Chytridiomycota;__,k__Fungi;p__Chytridiomycota;c__Chytridiomycetes,k__Fungi;p__Chytridiomycota;c__Rhizophlyctidomycetes,k__Fungi;p__Chytridiomycota;c__Rhizophydiomycetes,k__Fungi;p__Chytridiomycota;c__Spizellomycetes,k__Fungi;p__Chytridiomycota;c__unidentified,k__Fungi;p__Entomophthoromycota;c__Basidiobolomycetes,k__Fungi;p__Glomeromycota;c__Paraglomeromycetes,k__Fungi;p__Kickxellomycota;c__Kickxellomycetes,k__Fungi;p__Mortierellomycota;__,k__Fungi;p__Mortierellomycota;c__Mortierellomycetes,k__Fungi;p__Mucoromycota;c__Mucoromycetes,k__Fungi;p__Olpidiomycota;c__Olpidiomycetes,k__Fungi;p__Rozellomycota;c__Rozellomycotina_cls_Incertae_sedis,k__Fungi;p__Rozellomycota;c__unidentified,k__Fungi;p__unidentified;c__unidentified,k__Rhizaria;p__Cercozoa;c__unidentified,Category,sample,host,plot,MLG
Germ_P4S1_ACN_b,2.0,39.0,0.0,1481.0,0.0,0.0,0.0,0.0,0.0,1622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,0.0,Germ,P4S1,tobacco,P4,MLG1
Seed_P3S5_a,0.0,146.0,0.0,7215.0,12.0,15.0,0.0,0.0,0.0,3132.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,Seed,P3S5,tobacco,P3,MLG5
Germ_P6S1_Colza_myro_c,0.0,1203.0,2.0,364.0,3.0,0.0,0.0,0.0,0.0,5299.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1073.0,7.0,Germ,P6S1,hemp,P6,MLG12
Seed_P4S2_b,0.0,18.0,0.0,3781.0,0.0,207.0,0.0,0.0,0.0,5027.0,0.0,23.0,32.0,3.0,0.0,0.0,0.0,0.0,0.0,754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P4S2,tobacco,P4,MLG2
Soil_P4S4_a,0.0,95.0,20.0,989.0,4.0,54.0,7.0,13.0,0.0,4482.0,0.0,16.0,433.0,0.0,98.0,0.0,0.0,22.0,0.0,841.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,4.0,0.0,0.0,138.0,0.0,118.0,0.0,0.0,512.0,32.0,Soil,P4S4,tobacco,P4,MLG4
Germ_P3S2_Chanvre_c,0.0,0.0,0.0,2531.0,0.0,0.0,0.0,0.0,0.0,1958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2542.0,0.0,Germ,P3S2,tobacco,P3,MLG7
Seed_Pram_120_d_c,0.0,130.0,161.0,4149.0,141.0,0.0,0.0,0.0,180.0,3779.0,0.0,0.0,1666.0,0.0,0.0,0.0,157.0,0.0,0.0,589.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,Seed,Pram_120_d,oIlseed_rape,P0,NA
Seed_P4S2_c,0.0,19.0,0.0,4409.0,0.0,270.0,0.0,0.0,0.0,6217.0,0.0,21.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P4S2,tobacco,P4,MLG2
Germ_P3S2_Colza_c,0.0,249.0,0.0,4915.0,0.0,0.0,0.0,0.0,0.0,1552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910.0,0.0,Germ,P3S2,tobacco,P3,MLG7
Germ_P3S2_ACN_c,1646.0,226.0,0.0,3050.0,5.0,0.0,0.0,0.0,0.0,1894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,578.0,162.0,Germ,P3S2,tobacco,P3,MLG7
Soil_P3S5_c,0.0,120.0,46.0,1459.0,8.0,514.0,4.0,83.0,0.0,3527.0,0.0,6.0,308.0,0.0,79.0,0.0,0.0,8.0,0.0,635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,355.0,25.0,Soil,P3S5,tobacco,P3,MLG5
Soil_P7S3_a,0.0,75.0,0.0,882.0,21.0,18.0,0.0,163.0,0.0,1523.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,428.0,0.0,0.0,0.0,0.0,136.0,0.0,Soil,P7S3,hemp,P7,MLG14
Seed_P5S2_a,0.0,21.0,0.0,5218.0,0.0,0.0,0.0,0.0,0.0,3893.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Seed,P5S2,tobacco,P5,MLG9
Seed_P6S3_b,0.0,164.0,0.0,1687.0,0.0,0.0,0.0,5.0,0.0,7189.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,Seed,P6S3,hemp,P6,MLG10
Soil_P4S1_a,5.0,74.0,6.0,1491.0,0.0,46.0,0.0,139.0,0.0,3556.0,0.0,10.0,52.0,4.0,20.0,6.0,0.0,3.0,0.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,103.0,0.0,17.0,0.0,0.0,551.0,29.0,Soil,P4S1,tobacco,P4,MLG1
Seed_P4S1_a,0.0,77.0,0.0,3651.0,0.0,6.0,0.0,0.0,0.0,4481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,Seed,P4S1,tobacco,P4,MLG1
Soil_P3S5_b,0.0,132.0,46.0,1702.0,64.0,68.0,0.0,0.0,0.0,3718.0,0.0,17.0,354.0,0.0,128.0,0.0,0.0,11.0,0.0,376.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,38.0,0.0,0.0,397.0,0.0,Soil,P3S5,tobacco,P3,MLG5
Soil_P7S2_b,0.0,297.0,11.0,691.0,180.0,73.0,2.0,0.0,0.0,2930.0,0.0,0.0,705.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,667.0,0.0,0.0,0.0,4.0,1381.0,0.0,Soil,P7S2,hemp,P7,MLG13
Germ_P2S2_Colza_myro_a,0.0,271.0,0.0,277.0,0.0,0.0,0.0,0.0,0.0,3095.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,6.0,0.0,199.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2485.0,8.0,Germ,P2S2,oIlseed_rape,P2,MLG17
Soil_P4S1_b,2.0,176.0,0.0,1274.0,4.0,22.0,0.0,30.0,0.0,3839.0,0.0,19.0,95.0,5.0,0.0,0.0,0.0,0.0,0.0,415.0,0.0,0.0,82.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,382.0,0.0,Soil,P4S1,tobacco,P4,MLG1
Seed_P3S2_a,0.0,24.0,0.0,5958.0,3.0,0.0,0.0,0.0,0.0,1322.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,Seed,P3S2,tobacco,P3,MLG7
Seed_P2S2_c,0.0,93.0,0.0,3825.0,0.0,9.0,0.0,0.0,0.0,5012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,31.0,0.0,Seed,P2S2,oIlseed_rape,P2,MLG17
Soil_P3S2_b,0.0,191.0,9.0,643.0,34.0,41.0,0.0,0.0,0.0,4775.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1482.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,0.0,0.0,0.0,0.0,385.0,2.0,0.0,0.0,0.0,206.0,0.0,Soil,P3S2,tobacco,P3,MLG7
Seed_P1S2_b,0.0,70.0,30.0,4378.0,0.0,7.0,0.0,0.0,0.0,3290.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,3.0,0.0,735.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,Seed,P1S2,oIlseed_rape,P1,MLG17
Germ_P3S2_ACN_b,411.0,173.0,11.0,2824.0,3.0,0.0,0.0,0.0,0.0,1354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,7.0,Germ,P3S2,tobacco,P3,MLG7
Seed_P7S2_a,0.0,863.0,0.0,2595.0,0.0,9.0,0.0,0.0,0.0,6531.0,4.0,19.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P7S2,hemp,P7,MLG13
Germ_P6S1_Chanvre_a,0.0,69.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,2583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0,65.0,Germ,P6S1,hemp,P6,MLG12
Germ_P3S2_Colza_b,0.0,38.0,0.0,5601.0,0.0,0.0,0.0,0.0,0.0,1864.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,959.0,0.0,Germ,P3S2,tobacco,P3,MLG7
Soil_P2S2_c,0.0,106.0,0.0,780.0,11.0,20.0,0.0,0.0,0.0,4683.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,25.0,581.0,0.0,0.0,0.0,0.0,239.0,0.0,Soil,P2S2,oIlseed_rape,P2,MLG17
Germ_P2S2_GR24_b,5.0,51.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3492.0,20.0,Germ,P2S2,oIlseed_rape,P2,MLG17
Germ_P2S2_ACN_a,0.0,1138.0,0.0,215.0,15.0,0.0,0.0,0.0,0.0,3389.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,5.0,0.0,111.0,0.0,0.0,0.0,0.0,544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,2031.0,8.0,Germ,P2S2,oIlseed_rape,P2,MLG17
Germ_P2S2_Colza_c,0.0,131.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,1845.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1384.0,0.0,Germ,P2S2,oIlseed_rape,P2,MLG17
Seed_H2O_c,0.0,954.0,0.0,2578.0,88.0,0.0,0.0,139.0,0.0,1282.0,0.0,0.0,720.0,30.0,0.0,0.0,196.0,71.0,0.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,19.0,0.0,Seed,H2O,NA,NA,NA
Soil_P2S1_a,0.0,251.0,50.0,1129.0,17.0,217.0,0.0,0.0,0.0,3541.0,0.0,5.0,5.0,0.0,0.0,18.0,0.0,0.0,0.0,377.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,7.0,0.0,0.0,9.0,22.0,1190.0,0.0,0.0,0.0,0.0,289.0,0.0,Soil,P2S1,oIlseed_rape,P2,MLG15
Soil_Mock_a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Soil,Mock,NA,NA,NA
Germ_P6S1_Tabac_a,0.0,224.0,0.0,256.0,0.0,0.0,0.0,0.0,0.0,3423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1099.0,89.0,Germ,P6S1,hemp,P6,MLG12
Seed_P2S1_a,0.0,269.0,0.0,4273.0,0.0,19.0,0.0,0.0,0.0,4519.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,Seed,P2S1,oIlseed_rape,P2,MLG15
Germ_P2S2_ACN_c,0.0,804.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,5636.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893.0,16.0,Germ,P2S2,oIlseed_rape,P2,MLG17
Seed_Pram_120_c,0.0,60.0,0.0,2041.0,0.0,11.0,0.0,0.0,0.0,5752.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,Pram_120,oIlseed_rape,P0,NA
Soil_P7S1_b,0.0,91.0,2.0,1752.0,55.0,14.0,0.0,0.0,0.0,4431.0,5.0,29.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1474.0,0.0,0.0,0.0,7.0,100.0,2.0,Soil,P7S1,hemp,P7,MLG13
Seed_P2S2_b,0.0,108.0,7.0,3909.0,0.0,3.0,0.0,0.0,0.0,5338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,21.0,0.0,Seed,P2S2,oIlseed_rape,P2,MLG17
Soil_P4S2_c,0.0,142.0,0.0,1255.0,12.0,65.0,0.0,223.0,0.0,3773.0,0.0,29.0,124.0,0.0,0.0,0.0,0.0,10.0,0.0,644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,122.0,0.0,0.0,1158.0,108.0,Soil,P4S2,tobacco,P4,MLG2
Soil_P6S2_b,0.0,102.0,2.0,822.0,65.0,86.0,9.0,42.0,0.0,3440.0,0.0,29.0,242.0,0.0,28.0,0.0,0.0,8.0,0.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2783.0,0.0,0.0,0.0,0.0,175.0,42.0,Soil,P6S2,hemp,P6,MLG11
Seed_P2S4_b,0.0,45.0,0.0,3223.0,0.0,6.0,2.0,0.0,0.0,6572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,Seed,P2S4,oIlseed_rape,P2,MLG17
Seed_P7S4_c,0.0,350.0,0.0,2255.0,0.0,0.0,0.0,0.0,0.0,5329.0,0.0,23.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P7S4,hemp,P7,MLG14
Seed_P2S4_c,0.0,98.0,0.0,3457.0,0.0,5.0,0.0,0.0,0.0,7393.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,Seed,P2S4,oIlseed_rape,P2,MLG17
Soil_P3S1_a,0.0,37.0,20.0,497.0,39.0,39.0,0.0,0.0,0.0,3323.0,0.0,0.0,1090.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1002.0,0.0,0.0,0.0,2.0,20.0,0.0,Soil,P3S1,tobacco,P3,MLG6
Seed_P2S2_a,0.0,5.0,0.0,4359.0,0.0,43.0,0.0,0.0,0.0,4579.0,0.0,16.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,1097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P2S2,oIlseed_rape,P2,MLG17
Soil_P3S2_a,0.0,148.0,29.0,462.0,130.0,87.0,0.0,26.0,0.0,4275.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1180.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,332.0,0.0,0.0,0.0,0.0,335.0,0.0,Soil,P3S2,tobacco,P3,MLG7
Soil_P4S3_a,0.0,84.0,4.0,1621.0,20.0,13.0,0.0,52.0,0.0,3768.0,0.0,5.0,213.0,0.0,72.0,4.0,0.0,21.0,0.0,585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,169.0,0.0,32.0,0.0,0.0,724.0,18.0,Soil,P4S3,tobacco,P4,MLG3
Soil_P5S1_c,0.0,147.0,0.0,1884.0,71.0,5.0,0.0,9.0,0.0,2596.0,0.0,0.0,275.0,0.0,54.0,0.0,0.0,9.0,0.0,474.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,2.0,0.0,0.0,400.0,16.0,Soil,P5S1,tobacco,P5,MLG8
Germ_P6S1_Colza_myro_a,0.0,1219.0,0.0,203.0,0.0,0.0,0.0,0.0,0.0,3784.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1122.0,172.0,Germ,P6S1,hemp,P6,MLG12
Germ_P4S1_Chanvre_b,46.0,68.0,12.0,2041.0,0.0,2.0,0.0,0.0,0.0,2727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,531.0,0.0,Germ,P4S1,tobacco,P4,MLG1
Germ_P6S1_GR24_c,0.0,109.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,3706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,14.0,Germ,P6S1,hemp,P6,MLG12
Soil_P4S2_b,3.0,124.0,45.0,1862.0,47.0,113.0,0.0,19.0,0.0,3605.0,0.0,6.0,244.0,0.0,51.0,31.0,8.0,7.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,789.0,57.0,Soil,P4S2,tobacco,P4,MLG2
Soil_P5S2_c,4.0,31.0,2.0,2360.0,25.0,59.0,0.0,14.0,2.0,3140.0,0.0,0.0,70.0,0.0,34.0,0.0,0.0,0.0,0.0,945.0,0.0,0.0,0.0,6.0,0.0,0.0,75.0,14.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,947.0,9.0,Soil,P5S2,tobacco,P5,MLG9
Germ_P2S2_Tabac_b,0.0,203.0,0.0,224.0,0.0,3.0,0.0,0.0,0.0,4696.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,605.0,0.0,Germ,P2S2,oIlseed_rape,P2,MLG17
Seed_P3S5_b,0.0,83.0,0.0,7031.0,0.0,0.0,0.0,0.0,0.0,2464.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,Seed,P3S5,tobacco,P3,MLG5
Seed_P5S1_c,0.0,12.0,0.0,4597.0,0.0,0.0,0.0,0.0,0.0,3345.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Seed,P5S1,tobacco,P5,MLG8
Soil_P3S4_c,0.0,61.0,72.0,1396.0,3.0,243.0,0.0,0.0,0.0,4122.0,0.0,18.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,1984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,677.0,0.0,0.0,0.0,0.0,205.0,0.0,Soil,P3S4,tobacco,P3,MLG7
Germ_P4S1_ACN_a,0.0,106.0,0.0,888.0,0.0,0.0,0.0,0.0,0.0,1639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.0,0.0,Germ,P4S1,tobacco,P4,MLG1
Germ_P2S2_Tabac_c,0.0,173.0,0.0,267.0,0.0,0.0,0.0,0.0,0.0,3490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,101.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1149.0,0.0,Germ,P2S2,oIlseed_rape,P2,MLG17
Seed_P7S1_c,0.0,1104.0,0.0,1920.0,4.0,3.0,0.0,0.0,0.0,7885.0,0.0,32.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,Seed,P7S1,hemp,P7,MLG13
Germ_P2S2_Colza_myro_b,6.0,99.0,29.0,335.0,0.0,0.0,0.0,0.0,0.0,3758.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,854.0,11.0,Germ,P2S2,oIlseed_rape,P2,MLG17
Seed_P2S1_b,0.0,145.0,2.0,3866.0,0.0,14.0,0.0,0.0,0.0,4009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,Seed,P2S1,oIlseed_rape,P2,MLG15
Seed_P5S1_b,0.0,0.0,0.0,4706.0,0.0,0.0,0.0,0.0,0.0,3055.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P5S1,tobacco,P5,MLG8
